Name,Time,Artist,Album,Genre,Plays,Skips,Date Added,
Lean On Me,4:20,Bill Withers,Still Bill,Oldie,13,18,"12/25/18, 1:42 AM","11/13/20, 12:39 PM"
Uptown Girl,3:23,Billy Joel,An Innocent Man,Rock,12,11,"12/25/18, 1:42 AM","11/25/20, 7:13 PM"
Piano Man,5:36,Billy Joel,Piano Man,Rock,10,7,"12/25/18, 1:42 AM","12/9/20, 6:26 AM"
Just A Friend,3:58,Biz Markie,Just A Friend - EP,Old School,9,11,"12/25/18, 1:42 AM","11/25/20, 1:01 PM"
Everlasting Light,3:24,The Black Keys,Brothers,Rock,45,22,"12/25/18, 1:42 AM","11/29/20, 4:57 PM"
Three Little Birds,3:01,Bob Marley & The Wailers,Exodus,Reggae,7,17,"12/25/18, 1:42 AM","11/25/20, 10:44 AM"
Drew Barrymore,3:11,Bryce Vine,Drew Barrymore - Single,Pop,24,28,"12/25/18, 1:42 AM","11/25/20, 2:06 PM"
Late at Night,3:52,Buffalo Tom,Big Red Letter Day,Indie,36,19,"12/25/18, 1:42 AM","11/26/20, 1:21 AM"
I Know What You Want,4:12,Busta Rhymes & Mariah Carey,It Ain't Safe No More...,Hip Hop/Rap,7,13,"12/25/18, 1:42 AM","10/10/20, 2:40 PM"
My Heart Will Go On,4:36,Celine Dion,Let's Talk About Love,Easy Listening,12,10,"12/25/18, 1:42 AM","11/17/20, 8:50 PM"
No Problem ft. Lil Wayne & 2 Chainz,4:56,Chance the Rapper,Coloring Book,Hip Hop/Rap,10,18,"12/25/18, 1:42 AM","10/28/20, 5:00 PM"
Redbone,3:26,Childish Gambino,"Awaken, My Love!",R&B,48,11,"12/25/18, 1:42 AM","11/17/20, 5:05 PM"
Excuse Me Miss,3:45,Chris Brown,Chris Brown,R&B,14,10,"12/25/18, 1:42 AM","11/4/20, 10:07 AM"
Run It,4:09,Chris Brown,Chris Brown,R&B,8,12,"12/25/18, 1:42 AM","11/25/20, 5:44 PM"
With You,4:12,Chris Brown,Exclusive (The Forever Edition),R&B,6,16,"12/25/18, 1:42 AM","1/13/20, 10:55 AM"
Loyal ft. Lil Wayne & Tyga,4:30,Chris Brown,X (Deluxe Version),Hip Hop/Rap,5,13,"12/25/18, 1:42 AM","8/1/20, 4:43 PM"
Rather Be ft. Jess Glynne,3:50,Clean Bandit,New Eyes,Pop,13,16,"12/25/18, 1:42 AM","11/12/20, 11:37 PM"
Viva La Vida,4:02,Coldplay,Viva la Vida or Death and All His Friends,Pop,8,14,"12/25/18, 1:42 AM","4/8/20, 7:39 PM"
I Only Have Eyes For You,3:49,The Complexions & The Flamingos,A Bronx Tale (Music From the Motion Picture),Oldie,19,26,"12/25/18, 1:42 AM","10/22/20, 9:14 PM"
Gangsta's Paradise,4:15,Coolio,Dangerous Minds,Rap,5,19,"12/25/18, 1:42 AM","11/10/20, 10:28 AM"
Flava In Ya Ear Remix,5:05,Craig Mack,Bad Boy's 10th Anniversary... The Hits,Rap,4,20,"12/25/18, 1:42 AM","10/31/20, 7:24 PM"
Dreams,4:31,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",Rock,41,38,"12/25/18, 1:42 AM","11/18/20, 5:52 PM"
Linger,4:35,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",Rock,15,14,"12/25/18, 1:42 AM","10/31/20, 7:56 PM"
Have You Ever Seen The Rain,2:40,Creedence Clearwater Revival,Pendulum,Rock,28,16,"12/25/18, 1:42 AM","1/8/21, 11:07 PM"
Make Me Move,3:16,Culture Code,NCS,EDM,17,15,"12/25/18, 1:42 AM","11/25/20, 5:37 PM"
Girls Just Want To Have Fun,3:52,Cyndi Lauper,The Essential Cyndi Lauper,Pop,17,11,"12/25/18, 1:42 AM","11/11/20, 6:40 PM"
Get You ft. Kali Uchis,4:37,Daniel Caesar,Freudian,R&B,13,14,"12/25/18, 1:42 AM","8/2/20, 11:18 AM"
Best Part ft. H.E.R.,3:30,Daniel Caesar,Freudian,R&B,181,21,"12/25/18, 1:42 AM","12/8/20, 5:27 PM"
Hold Me Down,3:52,Daniel Caesar,Freudian,R&B,32,25,"12/25/18, 1:42 AM","11/24/20, 11:22 PM"
Neu Roses,3:02,Daniel Caesar,Freudian,R&B,37,15,"12/25/18, 1:42 AM","12/5/20, 6:32 PM"
Loose,3:06,Daniel Caesar,Freudian,R&B,20,13,"12/25/18, 1:42 AM","12/12/20, 12:53 PM"
Take Me Away ft. Syd,3:46,Daniel Caesar,Freudian,R&B,25,28,"12/25/18, 1:42 AM","10/31/20, 1:33 AM"
Transform ft. Charlotte Day Wilson,4:41,Daniel Caesar,Freudian,R&B,27,13,"12/25/18, 1:42 AM","11/13/20, 11:31 AM"
Freudian,4:13,Daniel Caesar,Freudian,R&B,17,25,"12/25/18, 1:42 AM","11/10/20, 10:32 AM"
Japanese Denim,4:31,Daniel Caesar,Japanese Denim - Single,R&B,68,19,"12/25/18, 1:42 AM","12/8/20, 4:06 PM"
Who Hurt You?,3:52,Daniel Caesar,Who Hurt You? - Single,R&B,32,19,"12/25/18, 1:42 AM","10/31/20, 4:37 PM"
You Make My Dreams,3:08,Daryl Hall & John Oates,The Very Best of Daryl Hall & John Oates (Remastered),Rock,7,14,"12/25/18, 1:42 AM","6/2/20, 12:35 PM"
Sweet Victory,4:13,David Eisley & Bob Kulick,Spongebob Squarepants: The Yellow Album,Rock,8,18,"12/25/18, 1:42 AM","1/8/21, 11:33 PM"
Soldier,4:04,Destiny's Child,Destiny Fulfilled,Hip Hop/Rap,5,27,"12/25/18, 1:42 AM","9/14/20, 12:50 PM"
Cool Like That,4:20,Digable Planets,Reachin',Rap,12,12,"12/25/18, 1:42 AM","8/15/20, 9:15 PM"
Latch ft. Sam Smith,4:17,Disclosure,Settle,Pop,5,23,"12/25/18, 1:42 AM","10/29/19, 5:47 AM"
Best Of Me ft. Jay-Z & Mya,3:54,DJ Clue?,DJ Clue Presents - Backstage Mixtape (1999),Rap,16,22,"12/25/18, 1:42 AM","11/25/20, 3:52 PM"
I'm the One,4:49,DJ Khaled,Grateful,Hip Hop/Rap,7,24,"12/25/18, 1:42 AM","9/28/20, 6:45 PM"
What These Bitches Want,4:11,DMX,...And Then There Was X,Rap,4,8,"12/25/18, 1:42 AM","11/13/20, 6:49 PM"
Ruff Ryders' Anthem,3:34,DMX,It's Dark and Hell Is Hot,Rap,9,15,"12/25/18, 1:42 AM","8/21/20, 7:16 PM"
Dile,3:29,Don Omar,The Last Don,Reggaeton,11,13,"12/25/18, 1:42 AM","9/21/20, 10:32 PM"
Los Bandoleros ft. Tego Calderon,5:06,Don Omar,Los Bandoleros,Reggaeton,17,9,"12/25/18, 1:42 AM","10/12/20, 4:43 AM"
Danza Kuduro,3:19,Don Omar,Meet the Orphans,Reggaeton,16,13,"12/25/18, 1:42 AM","12/9/20, 11:53 AM"
Ladi Dadi,4:56,Doug E. Fresh,The Show & La Di Da Di,Old School,4,21,"12/25/18, 1:42 AM","2/4/20, 3:46 PM"
Fake Love,3:28,Drake,More Life,Hip Hop/Rap,23,17,"12/25/18, 1:42 AM","11/8/20, 12:42 PM"
Hold On We're Going Home,3:33,Drake,Nothing Was the Same,Hip Hop/Rap,12,9,"12/25/18, 1:42 AM","12/6/20, 3:47 PM"
Pound Cake ft. Jay-Z,3:37,Drake,Nothing Was the Same,Hip Hop/Rap,8,7,"12/25/18, 1:42 AM","10/29/20, 7:43 PM"
Trophies,3:17,Drake,Nothing Was the Same,Hip Hop/Rap,27,13,"12/25/18, 1:42 AM","10/28/20, 11:55 AM"
God's Plan,3:19,Drake,Scorpion,Hip Hop/Rap,11,11,"12/25/18, 1:42 AM","11/20/20, 3:49 PM"
Nice For What,3:31,Drake,Scorpion,Hip Hop/Rap,26,17,"12/25/18, 1:42 AM","12/10/20, 10:17 AM"
Best I Ever Had,4:06,Drake,So Far Gone,Hip Hop/Rap,7,23,"12/25/18, 1:42 AM","8/1/20, 5:09 PM"
Crew Love ft. The Weeknd,3:30,Drake,Take Care [Explicit],Hip Hop/Rap,5,14,"12/25/18, 1:42 AM","12/8/20, 5:38 PM"
Headlines,4:04,Drake,Take Care [Explicit],Hip Hop/Rap,13,14,"12/25/18, 1:42 AM","11/13/20, 8:50 PM"
Take Care ft. Rihanna,4:09,Drake,Take Care [Explicit],Hip Hop/Rap,6,5,"12/25/18, 1:42 AM","11/21/20, 5:26 PM"
One Dance,2:54,Drake,Views,Hip Hop/Rap,39,26,"12/25/18, 1:42 AM","11/4/20, 11:26 AM"
Forever,6:14,"Drake, Kanye West, Lil Wayne & Eminem",More Than a Game (Music Inspired By the Film),Hip Hop/Rap,17,29,"12/25/18, 1:42 AM","10/28/20, 6:42 PM"
Broccoli ft. Lil Yachty,3:50,DRAM,Big Baby DRAM,Hip Hop/Rap,16,8,"12/25/18, 1:42 AM","8/1/20, 9:48 AM"
Photograph,4:34,Ed Sheeran,x,Pop,19,8,"12/25/18, 1:42 AM","11/1/20, 10:12 PM"
The A Team,4:50,Ed Sheeran,#ERROR!,Pop,14,16,"12/25/18, 1:42 AM","11/13/20, 10:03 AM"
Castle On The Hill,4:06,Ed Sheeran,÷,Pop,6,12,"12/25/18, 1:42 AM","10/31/20, 9:02 PM"
Give Me Love,4:26,Ed Sheeran,#ERROR!,Pop,8,29,"12/25/18, 1:42 AM","12/3/20, 9:42 AM"
Kiss Me,4:36,Ed Sheeran,#ERROR!,Pop,32,7,"12/25/18, 1:42 AM","12/12/20, 12:49 PM"
Que Locura Enamorarme de Tl,5:09,Eddie Santiago,Edición limitada: Eddie Santiago,Salsa,3,15,"12/25/18, 1:42 AM","12/9/19, 4:57 PM"
Brujeria,5:45,El Gran Combo de Puerto Rico,Aqui No Se Siente Nadie,Salsa,3,11,"12/25/18, 1:42 AM","11/30/20, 11:09 PM"
Mr. Blue Sky,5:04,Electric Light Orchestra,Out of The Blue,Rock,11,13,"12/25/18, 1:42 AM","9/30/20, 4:24 PM"
Angeles,2:57,Elliott Smith,Either/Or,Easy Listening,160,21,"12/25/18, 1:42 AM","1/8/21, 10:54 PM"
Between the Bars,2:21,Elliott Smith,Either/Or,Easy Listening,35,8,"12/25/18, 1:42 AM","12/13/20, 1:23 AM"
Say Yes,2:19,Elliott Smith,Either/Or,Easy Listening,40,15,"12/25/18, 1:42 AM","1/9/21, 12:24 AM"
2:45 AM,3:19,Elliott Smith,Either/Or,Easy Listening,13,12,"12/25/18, 1:42 AM","10/27/20, 2:30 PM"
The Biggest Lie,2:40,Elliott Smith,An Introduction to Elliott Smith,Easy Listening,41,9,"12/25/18, 1:42 AM","11/18/20, 9:23 AM"
Tiny Dancer,6:02,Elton John,Madman Across the Water,Rock,13,31,"12/25/18, 1:42 AM","9/13/20, 7:44 PM"
All Shook Up,1:57,Elvis Presley,The Essential Elvis Presley (Remastered),Oldie,19,25,"12/25/18, 1:42 AM","5/11/20, 1:16 PM"
Always On My Mind,3:29,Elvis Presley,The Essential Elvis Presley (Remastered),Oldie,8,15,"12/25/18, 1:42 AM","11/3/20, 5:24 PM"
Can't Help Falling In Love,2:58,Elvis Presley,The Essential Elvis Presley (Remastered),Oldie,50,15,"12/25/18, 1:42 AM","11/4/20, 1:19 AM"
Love Me Tender,2:43,Elvis Presley,The Essential Elvis Presley (Remastered),Oldie,52,11,"12/25/18, 1:42 AM","5/16/20, 7:21 PM"
My Way,4:34,Elvis Presley,Platinum: A Life In Music,Oldie,43,11,"12/25/18, 1:42 AM","12/9/20, 12:03 AM"
Are You Lonesome Tonight?,3:08,Elvis Presley,The 50 Greatest Love Songs,Oldie,51,16,"12/25/18, 1:42 AM","10/25/20, 12:00 AM"
As Long As I Have You,1:49,Elvis Presley,The 50 Greatest Love Songs,Oldie,102,21,"12/25/18, 1:42 AM","12/12/20, 5:50 PM"
Young and Beautiful,2:02,Elvis Presley,The 50 Greatest Love Songs,Oldie,93,21,"12/25/18, 1:42 AM","11/24/20, 11:26 PM"
Stan,6:46,Eminem,The Marshall Mathers LP 2,Rap,9,22,"12/25/18, 1:42 AM","11/24/20, 11:14 PM"
Lose Yourself,5:18,Eminem,8 Mile,Rap,10,23,"12/25/18, 1:42 AM","12/15/20, 3:08 PM"
American Boy ft. Kanye West,4:45,Estelle,Shine,Hip Hop/Rap,7,8,"12/25/18, 1:42 AM","10/13/20, 9:38 AM"
Sugar We're Going Down,3:36,Fall Out Boy,From Under The Cork Tree,Rock,21,9,"12/25/18, 1:42 AM","11/4/20, 6:56 PM"
What's Luv ft. Ashanti,3:51,Fat Joe,Jealous Ones Still Envy,Hip Hop/Rap,6,17,"12/25/18, 1:42 AM","7/31/20, 10:59 PM"
Make It Rain ft. Lil Wayne,4:05,Fat Joe,Make It Rain (feat. Lil Wayne) - Single,Hip Hop/Rap,7,16,"12/25/18, 1:42 AM","11/16/20, 4:09 PM"
RGF Island,2:55,Fetty Wap,Fetty Wap,Hip Hop/Rap,12,19,"12/25/18, 1:42 AM","10/12/20, 12:35 AM"
Trap Queen,4:04,Fetty Wap,Fetty Wap,Hip Hop/Rap,11,19,"12/25/18, 1:42 AM","11/11/20, 5:54 PM"
Wake Up,3:46,Fetty Wap,Fetty Wap,Hip Hop/Rap,14,29,"12/25/18, 1:42 AM","11/13/20, 11:57 AM"
Ooh Child,3:14,The Five Stairsteps,Stairsteps,Oldie,18,19,"12/25/18, 1:42 AM","11/12/20, 12:56 PM"
Thinking About You,3:04,Frank Ocean,Channel Orange,R&B,80,16,"12/25/18, 1:42 AM","10/28/20, 6:32 PM"
Novacane,5:03,Frank Ocean,Novacane - Single,R&B,13,39,"12/25/18, 1:42 AM","12/16/20, 2:33 PM"
Why Do Fools Fall In Love,2:21,Frankie Lymon & The Teenagers,"Doo Wop Classics, Vol. 4",Oldie,12,14,"12/25/18, 1:42 AM","9/7/20, 9:49 AM"
Desandote,4:44,Frankie Ruiz,Frankie Ruiz Gold,Salsa,9,23,"12/25/18, 1:42 AM","12/16/20, 6:04 PM"
Can't Take My Eyes off You,3:44,Frankie Valli & The Four Seasons,The Very Best of Frankie Valli and the Four Seasons,Oldie,19,27,"12/25/18, 1:42 AM","11/8/20, 12:31 PM"
Killing Me Softly,4:00,The Fugees,The Score,Rap,25,13,"12/25/18, 1:42 AM","12/5/20, 4:34 PM"
We Are Young,4:12,Fun,Some Nights,Indie,20,10,"12/25/18, 1:42 AM","11/26/20, 1:53 AM"
Pony,4:13,Ginuwine,Ginuwine... The Bachelor,R&B,17,12,"12/25/18, 1:42 AM","11/28/20, 1:43 PM"
Iris,4:42,Goo Goo Dolls,City of Angels,Pop,11,18,"12/25/18, 1:42 AM","2/3/20, 10:46 AM"
Walking All Day,3:25,Graham Coxon,The End of the F*****g World (Original Songs and Score),Indie,30,19,"12/25/18, 1:42 AM","12/11/20, 9:25 PM"
Sweet Child O'Mine,5:57,Guns N' Roses,Appetite for Destruction,Rock,10,15,"12/25/18, 1:42 AM","12/4/20, 4:51 PM"
Mmmbop,3:53,Hanson,Middle of Nowhere,Pop,10,12,"12/25/18, 1:42 AM","11/11/20, 7:30 PM"
Girl Crush,4:38,Harry Styles,,Easy Listening,12,8,"12/25/18, 1:42 AM","1/9/21, 1:55 PM"
Jump Around,3:39,House of Pain,House of Pain,Rap,4,17,"12/25/18, 1:42 AM","10/18/20, 4:44 PM"
Shout,4:18,Isley Brothers,Shout!,Soul,9,16,"12/25/18, 1:42 AM","11/27/20, 2:10 PM"
Somewhere Over The Rainbow,3:47,Israel Kamakawiwo'ole,Ka 'Ano'i,Pop,25,31,"12/25/18, 1:42 AM","11/19/20, 1:19 PM"
Crooked Smile,4:37,J. Cole,Born Sinner,Hip Hop/Rap,5,12,"12/25/18, 1:42 AM","10/28/20, 6:47 PM"
Power Trip ft. Miguel,4:03,J. Cole,Born Sinner,Hip Hop/Rap,3,14,"12/25/18, 1:42 AM","11/11/20, 7:18 PM"
Work Out,4:06,J. Cole,Cole World: The Sideline Story,Hip Hop/Rap,6,13,"12/25/18, 1:42 AM","11/12/19, 10:56 AM"
Put It On Me,4:52,Ja Rule,Rule 3:36,Hip Hop/Rap,4,18,"12/25/18, 1:42 AM","11/18/20, 7:56 PM"
Beg,3:04,Jack & Jack,Beg - Single,Pop,9,5,"12/25/18, 1:42 AM","10/12/20, 1:08 PM"
Sunsets For Somebody Else,3:31,Jack Johnson,All The Light Above It Too,Folk,42,13,"12/25/18, 1:42 AM","12/13/20, 6:15 PM"
I Want You Back,2:59,Jackson 5,Diana Ross Presents The Jackson 5,Soul,24,11,"12/25/18, 1:42 AM","12/15/20, 12:35 AM"
B.E.D.,3:56,Jacquees,4275,R&B,11,15,"12/25/18, 1:42 AM","10/24/20, 6:15 PM"
Say You Won't Let Go,3:31,James Arthur,Back From The Edge,Pop,16,15,"12/25/18, 1:42 AM","12/2/20, 6:14 PM"
You're Beautiful,3:22,James Blunt,Back to Bedlam,Folk,11,15,"12/25/18, 1:42 AM","11/4/20, 1:05 AM"
I'll Be Your Man,3:35,James Blunt,Some Kind of Trouble,Folk,22,34,"12/25/18, 1:42 AM","12/2/20, 10:58 AM"
Piece of My Heart,4:17,Janis Joplin,Greatest Hits,Rock,31,20,"12/25/18, 1:42 AM","12/2/20, 11:03 AM"
I'm Yours,3:41,Jason Mraz,We Sing. We Dance. We Steal Things.,Pop,16,17,"12/25/18, 1:42 AM","11/25/20, 7:10 PM"
Otis,3:16,JAY Z & Kanye West,Watch The Throne,Hip Hop/Rap,18,25,"12/25/18, 1:42 AM","12/16/20, 12:59 AM"
99 Problems,3:45,Jay-Z,The Black Album,Rap,4,15,"12/25/18, 1:42 AM","10/29/20, 9:27 AM"
"Girls, Girls, Girls",4:56,Jay-Z,The Blueprint,Rap,7,19,"12/25/18, 1:42 AM","11/3/20, 4:46 PM"
Renegade ft. Eminem,5:36,Jay-Z,The Blueprint,Rap,8,19,"12/25/18, 1:42 AM","7/7/19, 5:21 PM"
Song Cry,5:08,Jay-Z,The Blueprint,Rap,35,20,"12/25/18, 1:42 AM","12/16/20, 5:16 PM"
Takeover,5:07,Jay-Z,The Blueprint,Rap,5,9,"12/25/18, 1:42 AM","11/28/20, 7:20 PM"
Run This Town,4:27,Jay-Z,The Blueprint 3,Hip Hop/Rap,12,18,"12/25/18, 1:42 AM","10/27/20, 4:50 PM"
03' Bonnie and Clyde,3:20,Jay-Z,The Blueprint²: The Gift & the Curse,Rap,8,17,"12/25/18, 1:42 AM","10/29/20, 9:14 AM"
Can I Live,4:12,Jay-Z,Reasonable Doubt,Rap,19,24,"12/25/18, 1:42 AM","12/12/20, 8:29 PM"
Hard Knock Life,3:43,Jay-Z,Vol. 2... Hard Knock Life,Rap,21,5,"12/25/18, 1:42 AM","12/1/20, 6:37 PM"
Birthday Sex,3:49,Jeremih,Jeremih,Hip Hop/Rap,9,13,"12/25/18, 1:42 AM","11/25/20, 5:01 PM"
Oui,3:59,Jeremih,Late Nights,R&B,23,15,"12/25/18, 1:42 AM","10/31/20, 2:11 PM"
Planes ft. J. Cole,4:02,Jeremih,Late Nights,Hip Hop/Rap,20,13,"12/25/18, 1:42 AM","10/27/20, 7:02 PM"
Casí Un Hechizo,4:35,Jerry Rivera,20 Exitos Originales,Salsa,7,2,"12/25/18, 1:42 AM","10/2/20, 2:56 PM"
Freakin You ft. Raekwon,3:04,Jodeci,"The Show, the After Party, the Hotel",Rap,8,16,"12/25/18, 1:42 AM","11/24/20, 11:39 PM"
La Rebelion,4:45,Joe Arroyo,"Joe Arroyo: Grandes Exitos, Vol. 1",Salsa,4,10,"12/25/18, 1:42 AM","2/4/20, 3:59 PM"
Devastated,3:29,Joey Bada$$,All-Amerikkkan Bada$$,Rap,18,17,"12/25/18, 1:42 AM","2/1/20, 1:45 PM"
Survival Tactics,3:40,Joey Bada$$,1999,Rap,14,23,"12/25/18, 1:42 AM","12/7/20, 7:00 PM"
World Domination,2:43,Joey Bada$$,1999,Rap,26,10,"12/25/18, 1:42 AM","10/12/20, 7:26 AM"
Hearts On Fire,4:06,John Cafferty,Rocky IV,Rock,29,9,"12/25/18, 1:42 AM","10/12/20, 6:49 AM"
All Of Me,4:40,John Legend,Love In The Future,Pop,3,9,"12/25/18, 1:42 AM","8/27/19, 7:18 PM"
Dreamboy Dreamgirl ft. Cynthia,4:21,Johnny O,Like a Stranger,Freestyle,4,18,"12/25/18, 1:42 AM","9/14/20, 12:54 PM"
Lovebug,3:26,Jonas Brothers,A Little Bit Longer,Pop,8,9,"12/25/18, 1:42 AM","6/18/20, 11:07 PM"
Don't Stop Believin',4:10,Journey,Escape,Rock,39,16,"12/25/18, 1:42 AM","11/24/20, 7:14 PM"
Over The Rainbow,2:43,Judy Garland,The Wizard Of Oz,Easy Listening,38,16,"12/25/18, 1:42 AM","11/4/20, 7:40 PM"
Get Money,4:34,Junior M.A.F.I.A.,Conspiracy,Rap,4,23,"12/25/18, 1:42 AM","5/13/20, 1:48 PM"
Love Yourself,3:52,Justin Bieber,Purpose,Pop,11,20,"12/25/18, 1:42 AM","11/9/20, 7:57 PM"
Until the End of Time ft. Beyonce,5:22,Justin Timberlake,FutureSex/LoveSounds,Pop,47,32,"12/25/18, 1:42 AM","12/4/20, 12:12 AM"
Hey Old Friend,3:05,K.S. Rhoads,Hey Old Friend - Single (2018),Folk,14,23,"12/25/18, 1:42 AM","11/25/20, 4:57 PM"
Jesus Walks,3:14,Kanye West,The College Dropout,Hip Hop/Rap,21,18,"12/25/18, 1:42 AM","12/16/20, 2:06 PM"
Through The Wire,3:41,Kanye West,The College Dropout,Hip Hop/Rap,56,15,"12/25/18, 1:42 AM","11/27/20, 2:35 PM"
Can't Tell Me Nothing,4:32,Kanye West,Graduation,Hip Hop/Rap,13,12,"12/25/18, 1:42 AM","9/2/20, 5:18 PM"
Good Life ft. T-Pain,3:27,Kanye West,Graduation,Hip Hop/Rap,17,15,"12/25/18, 1:42 AM","12/2/20, 4:44 PM"
Gold Digger ft. Jamie Foxx,3:41,Kanye West,Late Registration,Hip Hop/Rap,7,18,"12/25/18, 1:42 AM","10/27/20, 6:29 PM"
Touch The Sky,3:57,Kanye West,Late Registration,Hip Hop/Rap,24,19,"12/25/18, 1:42 AM","11/27/20, 2:31 PM"
Bound 2,4:13,Kanye West,Yeezus,Rap,109,24,"12/25/18, 1:42 AM","12/11/20, 10:40 AM"
Teenage Dream,3:50,Katy Perry,Teenage Dream,Pop,7,12,"12/25/18, 1:42 AM","10/12/20, 6:03 AM"
Poetic Justice,5:04,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe Version)",Rap,25,17,"12/25/18, 1:42 AM","11/28/20, 7:25 PM"
"Knock You Down ft. Kanye West, Ne-Yo",4:45,Keri Hilson,In a Perfect World...,Hip Hop/Rap,25,15,"12/25/18, 1:42 AM","11/20/20, 4:02 PM"
American Teen,3:48,Khalid,American Teen,R&B,24,14,"12/25/18, 1:42 AM","12/12/20, 8:25 PM"
Another Sad Love Song,4:05,Khalid,American Teen,R&B,22,20,"12/25/18, 1:42 AM","10/27/20, 4:43 PM"
Young Dumb & Broke,3:23,Khalid,American Teen,R&B,24,25,"12/25/18, 1:42 AM","11/24/20, 10:33 PM"
8TEEN,3:49,Khalid,American Teen,R&B,13,26,"12/25/18, 1:42 AM","11/27/20, 11:30 PM"
Saturday Nights,3:31,Khalid,Suncity,R&B,21,25,"12/25/18, 1:42 AM","11/24/20, 12:00 PM"
Mr. Brightside,3:43,The Killers,Hot Fuss,Rock,9,17,"12/25/18, 1:42 AM","12/15/20, 6:08 PM"
Remind Me To Forget,3:39,Kygo & Miguel,Remind Me To Forget - Single,Pop,35,14,"12/25/18, 1:42 AM","11/30/20, 11:36 AM"
It Ain't Me,3:42,Kygo & Selena Gomez,It Ain't Me - Single (2017),Pop,8,18,"12/25/18, 1:42 AM","3/22/20, 5:41 PM"
iSpy ft. Lil Yachty,4:13,Kyle,Light of Mine,Hip Hop/Rap,10,20,"12/25/18, 1:42 AM","2/3/20, 12:41 PM"
Doo-Wop (That Thing),3:59,Lauryn Hill,The Miseducation of Lauryn Hill,R&B,13,16,"12/25/18, 1:42 AM","10/10/20, 3:56 PM"
I Like Me Better,3:18,Lauv,I Like Me Better - Single,Pop,14,12,"12/25/18, 1:42 AM","12/2/20, 6:07 PM"
Robyn,3:50,Lawrence Taylor,Bang Bang - EP,Easy Listening,7,10,"12/25/18, 1:42 AM","10/6/20, 5:43 PM"
Right Above It,4:41,Lil Wayne,I Am Not a Human Being,Hip Hop/Rap,24,32,"12/25/18, 1:42 AM","11/25/20, 2:01 PM"
Mr. Carter,5:16,Lil Wayne,Tha Carter III,Hip Hop/Rap,11,15,"12/25/18, 1:42 AM","12/15/20, 3:36 PM"
Mrs. Officer,4:47,Lil Wayne,Tha Carter III,Hip Hop/Rap,25,13,"12/25/18, 1:42 AM","11/4/20, 5:59 PM"
How To Love,4:07,Lil Wayne,Tha Carter IV,Hip Hop/Rap,12,26,"12/25/18, 1:42 AM","11/13/20, 6:31 PM"
One Night,4:16,Lil Yachty,Lil Boat,Hip Hop/Rap,11,22,"12/25/18, 1:42 AM","10/12/20, 2:54 AM"
Crush On You ft. Lil Cease,3:34,Lil' Kim,Not Tonight - EP,Rap,8,9,"12/25/18, 1:42 AM","11/13/20, 12:43 PM"
What A Wonderful World,2:25,Louis Armstrong,Louis Armstrong's All Time Greatest Hits,Jazz,10,11,"12/25/18, 1:42 AM","7/31/20, 9:28 PM"
Act A Fool,4:31,Ludacris,2 Fast 2 Furious (Soundtrack),Rap,4,11,"12/25/18, 1:42 AM","7/24/20, 8:43 AM"
Sleep On The Floor,3:32,The Lumineers,Cleopatra,Folk,50,24,"12/25/18, 1:42 AM","12/16/20, 6:07 PM"
Tuesday's Gone,7:34,Lynyrd Skynyrd,(pronounced 'lĕh-'nérd 'skin-'nérd),Rock,12,14,"12/25/18, 1:42 AM","10/31/20, 6:55 PM"
Straight Up Menace,4:34,M.C. Eiht,Menace II Society,Rap,5,22,"12/25/18, 1:42 AM","10/3/20, 6:38 PM"
Good Old Days ft. Kesha,4:09,Macklemore,Gemini,Hip Hop/Rap,8,13,"12/25/18, 1:42 AM","10/25/20, 12:32 AM"
Marmalade ft. Lil Yachty,4:22,Macklemore,Marmalade (feat. Lil Yachty) - Single (2017),Hip Hop/Rap,11,12,"12/25/18, 1:42 AM","10/16/20, 5:10 PM"
Contra la Corriente,4:55,Marc Anthony,Contra la Corriente,Salsa,12,10,"12/25/18, 1:42 AM","9/16/20, 5:19 PM"
Aguanile,5:16,Marc Anthony,El Cantante,Salsa,4,10,"12/25/18, 1:42 AM","10/31/20, 7:08 PM"
Hasta Que Te Conoci,5:01,Marc Anthony,Otra Nota,Salsa,6,8,"12/25/18, 1:42 AM","11/6/20, 12:57 AM"
Tu Amor Me Hace Bien,5:05,Marc Anthony,Sigo Siendo Yo,Salsa,31,9,"12/25/18, 1:42 AM","12/5/20, 5:29 PM"
Te Conozco Bien,5:14,Marc Anthony,Todo a Su Tiempo,Salsa,7,17,"12/25/18, 1:42 AM","6/10/20, 10:03 AM"
Vivir Mi Vida,4:12,Marc Anthony,3,Salsa,5,17,"12/25/18, 1:42 AM","6/4/20, 9:46 PM"
Fantasy,4:04,Mariah Carey,Daydream,Pop,12,22,"12/25/18, 1:42 AM","11/28/20, 1:38 PM"
We Belong Together,3:21,Mariah Carey,The Emancipation of Mimi,Pop,9,10,"12/25/18, 1:42 AM","10/12/20, 12:47 AM"
Just A Friend 2002,3:34,Mario,Mario,R&B,19,14,"12/25/18, 1:42 AM","12/5/20, 6:23 PM"
Let Me Love You,4:07,Mario,Turning Point,R&B,11,11,"12/25/18, 1:42 AM","9/28/20, 6:59 PM"
